actual,predicted,correct,timestamp,model_used
G,M,False,1747423080.3812785,model2
G,M,False,1747423080.5497363,model2
G,M,False,1747423080.6954377,model2
G,M,False,1747423080.8639436,model2
G,M,False,1747423081.0595057,model2
G,M,False,1747423081.2301207,model2
G,M,False,1747423081.384054,model2
G,M,False,1747423081.5353765,model2
G,M,False,1747423081.6844935,model2
G,M,False,1747423081.835424,model2
G,M,False,1747423081.9890776,model2
G,M,False,1747423082.1910634,model2
G,M,False,1747423082.3708916,model2
G,M,False,1747423082.5251431,model2
G,M,False,1747423082.6796796,model2
G,M,False,1747423082.839479,model2
G,M,False,1747423082.9924123,model2
G,M,False,1747423083.1439476,model2
G,M,False,1747423083.3079517,model2
G,M,False,1747423083.4563825,model2
G,M,False,1747423083.6049268,model2
G,M,False,1747423083.7563438,model2
G,M,False,1747423083.9055302,model2
G,M,False,1747423084.0550423,model2
G,M,False,1747423084.208927,model2
G,M,False,1747423084.3582253,model2
G,M,False,1747423084.5084991,model2
G,M,False,1747423084.6606958,model2
G,M,False,1747423084.8041139,model2
G,M,False,1747423084.959609,model2
G,M,False,1747423085.160557,model2
G,M,False,1747423085.3484206,model2
G,M,False,1747423085.5049813,model2
G,M,False,1747423085.6652617,model2
G,M,False,1747423085.8222654,model2
G,M,False,1747423085.9729161,model2
G,M,False,1747423086.1261306,model2
G,M,False,1747423086.2776043,model2
G,M,False,1747423086.4280598,model2
G,M,False,1747423086.5776355,model2
G,M,False,1747423086.730293,model2
G,M,False,1747423092.24765,model2
G,A,False,1747423092.3999116,model1
G,Z,False,1747423092.606806,model2
G,Z,False,1747423092.7519288,model2
G,Z,False,1747423092.8965394,model2
G,Q,False,1747423093.0437353,model2
G,L,False,1747423093.202543,model1
G,L,False,1747423093.3505623,model1
G,Q,False,1747423093.4981554,model2
G,Q,False,1747423093.644725,model2
G,Q,False,1747423093.7943454,model2
G,Q,False,1747423093.9397163,model2
G,Q,False,1747423094.0871103,model2
G,Q,False,1747423094.2322156,model2
G,G,True,1747423094.3781688,model1
G,Z,False,1747423094.5275688,model2
G,Q,False,1747423094.6775272,model2
G,Q,False,1747423094.8286757,model2
G,Q,False,1747423094.973845,model2
G,L,False,1747423095.1199436,model1
G,Q,False,1747423095.2653077,model2
G,Q,False,1747423095.4804773,model2
G,Q,False,1747423095.625761,model2
G,Q,False,1747423095.7754476,model2
G,Q,False,1747423095.931544,model2
G,L,False,1747423096.0790887,model1
G,Q,False,1747423096.2248666,model2
G,G,True,1747423096.3710167,model1
G,Q,False,1747423096.5185485,model2
G,Q,False,1747423096.6620955,model2
G,Q,False,1747423096.8098662,model2
G,Q,False,1747423096.9561913,model2
G,Q,False,1747423097.107739,model2
G,Q,False,1747423097.2589488,model2
G,Q,False,1747423097.4050312,model2
G,Q,False,1747423097.5461264,model2
G,Q,False,1747423097.7244287,model2
G,Q,False,1747423097.8765502,model2
G,Q,False,1747423098.020894,model2
G,Q,False,1747423098.166777,model2
G,Q,False,1747423098.3158782,model2
G,Q,False,1747423098.464098,model2
G,Q,False,1747423098.6099918,model2
G,Q,False,1747423098.755596,model2
G,Q,False,1747423098.9036689,model2
G,Q,False,1747423099.0515196,model2
G,Q,False,1747423099.1993475,model2
G,Q,False,1747423099.345387,model2
G,Q,False,1747423099.5322285,model2
G,Q,False,1747423099.6827972,model2
G,G,True,1747423099.828417,model1
G,G,True,1747423099.9902346,model1
G,Q,False,1747423100.1356647,model2
G,Q,False,1747423100.2835722,model2
G,Q,False,1747423100.4312057,model2
G,A,False,1747423101.7830276,model1
G,E,False,1747423101.9308496,model1
G,M,False,1747423102.0917418,model2
G,M,False,1747423102.5557358,model2
G,M,False,1747423102.7455864,model2
G,Z,False,1747423102.8914263,model2
G,P,False,1747423103.0466726,model2
G,P,False,1747423103.195351,model2
G,P,False,1747423103.3452559,model2
G,G,True,1747423103.4883907,model1
G,G,True,1747423103.6315114,model1
G,G,True,1747423103.7927618,model1
G,G,True,1747423103.9390337,model1
G,G,True,1747423104.0845988,model1
G,G,True,1747423104.2333443,model1
G,G,True,1747423104.3848183,model1
G,G,True,1747423104.536596,model1
G,G,True,1747423104.6832201,model1
G,G,True,1747423104.8298447,model1
G,G,True,1747423104.9726372,model1
G,G,True,1747423105.1193566,model1
G,G,True,1747423105.2666996,model1
G,G,True,1747423105.4139707,model1
G,G,True,1747423105.5613852,model1
G,G,True,1747423105.7101824,model1
G,G,True,1747423105.8569236,model1
G,G,True,1747423106.0059764,model1
G,G,True,1747423106.172469,model1
G,G,True,1747423106.3174539,model1
G,G,True,1747423106.4644263,model1
G,G,True,1747423106.611722,model1
G,G,True,1747423106.7613907,model1
G,G,True,1747423106.9124389,model1
G,G,True,1747423107.0590208,model1
G,G,True,1747423107.203858,model1
G,G,True,1747423107.3490703,model1
G,G,True,1747423107.4977815,model1
G,P,False,1747423107.6443248,model2
G,G,True,1747423107.7925334,model1
G,G,True,1747423107.955501,model1
G,G,True,1747423108.1094055,model1
G,G,True,1747423108.2636836,model1
G,G,True,1747423108.4175348,model1
G,G,True,1747423108.5612373,model1
G,G,True,1747423108.7067194,model1
G,H,False,1747423108.8530066,model1
G,G,True,1747423109.0060859,model1
G,G,True,1747423109.1596017,model1
G,G,True,1747423109.3159018,model1
G,P,False,1747423109.4628458,model2
G,G,True,1747423109.6085575,model1
G,G,True,1747423109.7536328,model1
G,G,True,1747423109.9005148,model1
G,P,False,1747423110.0474637,model2
G,P,False,1747423110.2118263,model2
G,P,False,1747423110.3597834,model2
G,G,True,1747423110.5026355,model1
G,G,True,1747423110.6478574,model1
G,G,True,1747423110.7921526,model1
G,G,True,1747423110.9403553,model1
G,G,True,1747423111.0859954,model1
G,G,True,1747423111.2315736,model1
G,G,True,1747423111.3861387,model1
G,G,True,1747423111.5537252,model1
G,G,True,1747423111.7030694,model1
G,P,False,1747423111.850982,model2
G,P,False,1747423111.9980247,model2
G,P,False,1747423112.150777,model2
G,P,False,1747423112.2992835,model2
G,P,False,1747423112.4903412,model2
G,P,False,1747423112.6438382,model2
G,G,True,1747423112.7908573,model1
G,P,False,1747423112.9363794,model2
G,P,False,1747423113.0854063,model2
G,G,True,1747423113.232342,model1
G,P,False,1747423113.3860633,model2
G,G,True,1747423113.5355468,model1
G,G,True,1747423113.6849062,model1
G,G,True,1747423113.836189,model1
G,P,False,1747423113.988021,model2
G,G,True,1747423114.1342318,model1
G,P,False,1747423114.2801983,model2
G,G,True,1747423114.4287832,model1
G,G,True,1747423114.5715113,model1
G,P,False,1747423114.7164702,model2
G,P,False,1747423114.8648376,model2
G,P,False,1747423115.0275915,model2
G,P,False,1747423115.174801,model2
G,P,False,1747423115.3180215,model2
G,G,True,1747423115.4669433,model1
G,P,False,1747423115.6137867,model2
G,P,False,1747423115.761723,model2
G,P,False,1747423115.906401,model2
G,G,True,1747423116.0516636,model1
G,P,False,1747423116.2059634,model2
G,P,False,1747423116.35619,model2
G,P,False,1747423116.5053508,model2
G,P,False,1747423116.6514578,model2
G,G,True,1747423116.7991066,model1
G,P,False,1747423116.9486563,model2
G,P,False,1747423117.0938635,model2
G,P,False,1747423117.2384465,model2
G,G,True,1747423117.397038,model1
G,G,True,1747423117.5436928,model1
G,G,True,1747423117.6900187,model1
G,G,True,1747423117.8377147,model1
G,G,True,1747423117.983503,model1
G,G,True,1747423118.1779635,model1
G,G,True,1747423118.3245013,model1
G,G,True,1747423118.482562,model1
G,G,True,1747423118.6387286,model1
G,G,True,1747423118.801512,model1
G,G,True,1747423118.9515405,model1
G,G,True,1747423119.0975964,model1
G,G,True,1747423119.241008,model1
G,G,True,1747423119.3866954,model1
G,G,True,1747423119.53379,model1
G,G,True,1747423119.6823676,model1
G,G,True,1747423119.8406324,model1
G,G,True,1747423119.982221,model1
G,G,True,1747423120.1299567,model1
G,G,True,1747423120.2770097,model1
G,G,True,1747423120.4245884,model1
G,G,True,1747423120.5737324,model1
G,G,True,1747423120.7203345,model1
G,G,True,1747423120.8654704,model1
G,G,True,1747423121.0114322,model1
G,G,True,1747423121.1664767,model1
G,G,True,1747423121.316509,model1
G,G,True,1747423121.4607341,model1
G,G,True,1747423121.606927,model1
G,G,True,1747423121.754103,model1
G,G,True,1747423121.90049,model1
G,G,True,1747423122.0665424,model1
G,G,True,1747423122.2121382,model1
G,G,True,1747423122.3593974,model1
G,G,True,1747423122.5028183,model1
G,G,True,1747423122.6481519,model1
G,G,True,1747423122.7973511,model1
G,G,True,1747423122.9456263,model1
G,G,True,1747423123.0944614,model1
G,G,True,1747423123.2388148,model1
G,P,False,1747423123.3863437,model2
G,P,False,1747423123.5408037,model2
G,P,False,1747423123.6927621,model2
G,P,False,1747423123.8396027,model2
G,P,False,1747423123.9968119,model2
G,P,False,1747423124.1467948,model2
G,P,False,1747423124.2961273,model2
G,P,False,1747423124.441973,model2
G,P,False,1747423124.6051583,model2
G,P,False,1747423124.7496557,model2
G,P,False,1747423124.895562,model2
G,P,False,1747423125.0407193,model2
G,P,False,1747423125.190317,model2
G,P,False,1747423125.338895,model2
G,P,False,1747423125.4866214,model2
G,P,False,1747423125.634145,model2
G,P,False,1747423125.7824113,model2
G,P,False,1747423125.9322636,model2
G,P,False,1747423126.0797205,model2
G,P,False,1747423126.2264621,model2
G,P,False,1747423126.375175,model2
G,A,False,1747423126.523726,model1
G,A,False,1747423126.6737974,model1
G,A,False,1747423126.8189516,model1
G,A,False,1747423126.9645288,model1
G,A,False,1747423127.119669,model1
G,G,True,1747423127.2653017,model1
G,G,True,1747423127.4126058,model1
G,G,True,1747423127.5576117,model1
G,G,True,1747423127.7041154,model1
G,G,True,1747423127.848588,model1
G,G,True,1747423127.997528,model1
G,G,True,1747423128.146278,model1
G,G,True,1747423128.2993238,model1
G,G,True,1747423128.4511442,model1
G,G,True,1747423128.598094,model1
G,G,True,1747423128.7409062,model1
G,G,True,1747423128.8862822,model1
G,O,False,1747423129.0340347,model2
G,O,False,1747423129.1912558,model2
G,G,True,1747423129.3356047,model1
G,G,True,1747423129.4950173,model1
G,O,False,1747423129.6419952,model2
G,O,False,1747423129.7902353,model2
G,O,False,1747423129.938668,model2
G,O,False,1747423130.0898886,model2
G,G,True,1747423130.2310944,model1
G,O,False,1747423130.3781006,model2
G,O,False,1747423130.53222,model2
G,O,False,1747423130.6844177,model2
G,G,True,1747423130.8389378,model1
G,O,False,1747423130.984079,model2
G,O,False,1747423131.1367562,model2
G,G,True,1747423131.2826712,model1
G,G,True,1747423131.4285858,model1
G,P,False,1747423131.576887,model2
G,P,False,1747423131.7229726,model2
G,P,False,1747423131.887899,model2
G,P,False,1747423132.0319555,model2
G,P,False,1747423132.1813903,model2
G,P,False,1747423132.3300972,model2
G,P,False,1747423132.4755657,model2
G,P,False,1747423132.624345,model2
G,P,False,1747423132.7717197,model2
G,P,False,1747423132.917946,model2
G,P,False,1747423133.0793006,model2
G,P,False,1747423133.2464368,model2
G,A,False,1747423133.3939679,model1
G,A,False,1747423133.5418353,model1
G,A,False,1747423133.6887307,model1
G,A,False,1747423133.8358896,model1
G,A,False,1747423133.9794064,model1
G,A,False,1747423134.122049,model1
G,A,False,1747423134.2715783,model1
G,A,False,1747423134.4263806,model1
G,A,False,1747423134.576679,model1
G,A,False,1747423134.7256222,model1
G,A,False,1747423134.8751552,model1
G,A,False,1747423135.019924,model1
G,P,False,1747423135.1646047,model2
G,P,False,1747423135.3110516,model2
G,P,False,1747423135.4658628,model2
G,P,False,1747423135.6350012,model2
G,G,True,1747423135.7862659,model1
G,P,False,1747423135.9316814,model2
G,P,False,1747423136.0765662,model2
G,P,False,1747423136.2198427,model2
G,P,False,1747423136.3679652,model2
G,G,True,1747423136.51247,model1
G,Q,False,1747423136.6586123,model2
G,Q,False,1747423136.8053062,model2
G,P,False,1747423136.9521203,model2
H,M,False,1747423149.4576159,model2
H,M,False,1747423149.6540475,model2
H,M,False,1747423149.8060212,model2
H,M,False,1747423149.9538426,model2
H,M,False,1747423150.106951,model2
H,M,False,1747423150.274151,model2
H,M,False,1747423150.4223187,model2
H,M,False,1747423150.5727997,model2
H,M,False,1747423150.7210438,model2
H,M,False,1747423150.8686614,model2
H,M,False,1747423151.013779,model2
H,M,False,1747423151.1602333,model2
H,M,False,1747423151.306289,model2
H,M,False,1747423151.4555786,model2
H,M,False,1747423151.6001265,model2
H,M,False,1747423151.7462966,model2
H,M,False,1747423151.8908672,model2
H,H,True,1747423152.100254,model1
H,H,True,1747423152.2498755,model1
H,H,True,1747423152.4107215,model1
H,M,False,1747423152.5562766,model2
H,M,False,1747423152.7034686,model2
H,H,True,1747423152.8469465,model1
H,H,True,1747423152.9987733,model1
H,H,True,1747423153.144291,model1
H,H,True,1747423153.2880483,model1
H,H,True,1747423153.4345653,model1
H,H,True,1747423153.5809698,model1
H,M,False,1747423153.7273395,model2
H,M,False,1747423153.8772657,model2
H,M,False,1747423154.0241928,model2
H,M,False,1747423154.1692948,model2
H,M,False,1747423154.3162925,model2
H,H,True,1747423154.4671307,model1
H,H,True,1747423154.6359155,model1
H,M,False,1747423154.785408,model2
H,H,True,1747423154.9338386,model1
H,H,True,1747423155.079906,model1
H,H,True,1747423155.229081,model1
H,H,True,1747423155.3825011,model1
H,H,True,1747423155.5346105,model1
H,H,True,1747423155.686441,model1
H,H,True,1747423155.8552017,model1
H,H,True,1747423156.033719,model1
H,H,True,1747423156.2045841,model1
H,H,True,1747423156.3569229,model1
H,H,True,1747423156.5121133,model1
H,H,True,1747423156.6928046,model1
H,H,True,1747423156.8567634,model1
H,H,True,1747423157.0552912,model1
H,H,True,1747423157.2738616,model1
H,H,True,1747423157.4615564,model1
H,H,True,1747423157.638475,model1
H,H,True,1747423157.798571,model1
H,H,True,1747423157.9491358,model1
H,H,True,1747423158.0968964,model1
H,H,True,1747423158.2445445,model1
H,H,True,1747423158.39031,model1
H,H,True,1747423158.5338326,model1
H,H,True,1747423158.684105,model1
H,H,True,1747423158.8337421,model1
H,H,True,1747423158.9827693,model1
H,H,True,1747423159.139438,model1
H,H,True,1747423159.2932317,model1
H,H,True,1747423159.455507,model1
H,M,False,1747423159.6209767,model2
H,H,True,1747423159.7722402,model1
H,M,False,1747423159.9247108,model2
H,H,True,1747423160.0711153,model1
H,H,True,1747423160.217068,model1
H,H,True,1747423160.365209,model1
H,M,False,1747423160.5162532,model2
H,H,True,1747423160.6667855,model1
H,H,True,1747423160.8121533,model1
H,H,True,1747423160.9593446,model1
H,H,True,1747423161.106417,model1
H,H,True,1747423161.2508893,model1
H,H,True,1747423161.3975074,model1
H,H,True,1747423161.5421526,model1
H,H,True,1747423161.6880195,model1
H,M,False,1747423161.863579,model2
H,H,True,1747423162.0141633,model1
H,M,False,1747423162.162109,model2
H,M,False,1747423162.3097262,model2
H,M,False,1747423162.4574652,model2
H,M,False,1747423162.608972,model2
H,M,False,1747423162.7521396,model2
H,M,False,1747423162.8968284,model2
H,M,False,1747423163.043784,model2
H,M,False,1747423163.1922572,model2
H,M,False,1747423163.338163,model2
H,M,False,1747423163.4840431,model2
H,M,False,1747423163.6326637,model2
H,M,False,1747423163.7810206,model2
H,M,False,1747423163.9424524,model2
H,M,False,1747423164.0968616,model2
H,M,False,1747423164.2459748,model2
H,M,False,1747423164.391788,model2
H,H,True,1747423164.5397873,model1
H,H,True,1747423164.6825209,model1
H,H,True,1747423164.8307467,model1
H,H,True,1747423164.9758036,model1
H,H,True,1747423165.1210196,model1
H,H,True,1747423165.266484,model1
H,H,True,1747423165.4117627,model1
H,H,True,1747423165.5586636,model1
H,H,True,1747423165.714099,model1
H,H,True,1747423165.8705146,model1
H,H,True,1747423166.0154026,model1
H,H,True,1747423166.1592069,model1
H,H,True,1747423166.3033063,model1
H,H,True,1747423166.4623141,model1
H,H,True,1747423166.6221342,model1
H,H,True,1747423166.7758253,model1
H,H,True,1747423166.922417,model1
H,H,True,1747423167.0715172,model1
H,H,True,1747423167.2172194,model1
H,H,True,1747423167.3638456,model1
H,H,True,1747423167.5104022,model1
H,H,True,1747423167.656486,model1
H,H,True,1747423167.8018064,model1
H,H,True,1747423167.9485798,model1
H,H,True,1747423168.096874,model1
H,H,True,1747423168.239019,model1
H,H,True,1747423168.3855722,model1
H,H,True,1747423168.530708,model1
H,M,False,1747423168.6819444,model2
H,H,True,1747423168.8477993,model1
H,M,False,1747423168.9968767,model2
H,M,False,1747423169.154842,model2
H,M,False,1747423169.3037374,model2
H,M,False,1747423169.4474564,model2
H,M,False,1747423169.5977674,model2
H,M,False,1747423169.744372,model2
H,H,True,1747423169.889923,model1
H,H,True,1747423170.033875,model1
H,M,False,1747423170.1798167,model2
H,M,False,1747423170.3240075,model2
H,M,False,1747423170.471456,model2
H,H,True,1747423170.6175854,model1
H,H,True,1747423170.7641878,model1
H,H,True,1747423170.9138937,model1
H,H,True,1747423171.084558,model1
H,H,True,1747423171.2321117,model1
H,H,True,1747423171.383094,model1
H,H,True,1747423171.5346053,model1
H,H,True,1747423171.6792734,model1
I,L,False,1747423176.3006694,model1
I,Y,False,1747423176.4990835,model2
I,Y,False,1747423176.6480982,model2
I,Y,False,1747423176.7972605,model2
I,Y,False,1747423176.9414577,model2
I,Y,False,1747423177.0892673,model2
I,Y,False,1747423177.236641,model2
I,Y,False,1747423177.380083,model2
I,Y,False,1747423177.5215738,model2
I,Y,False,1747423177.6670516,model2
I,Y,False,1747423177.8136222,model2
I,Y,False,1747423177.957841,model2
I,I,True,1747423178.1039083,model1
I,I,True,1747423178.2498832,model1
I,I,True,1747423178.398352,model1
I,I,True,1747423178.5630288,model1
I,I,True,1747423178.7637904,model1
I,I,True,1747423178.9100487,model1
I,I,True,1747423179.0605693,model1
I,I,True,1747423179.2115607,model1
I,I,True,1747423179.359451,model1
I,I,True,1747423179.506258,model1
I,I,True,1747423179.6537843,model1
I,I,True,1747423179.8004742,model1
I,I,True,1747423179.9481084,model1
I,I,True,1747423180.0981731,model1
I,I,True,1747423180.2423754,model1
I,I,True,1747423180.392711,model1
I,I,True,1747423180.5385087,model1
I,I,True,1747423180.682546,model1
I,I,True,1747423180.8301227,model1
I,I,True,1747423181.002042,model1
I,I,True,1747423181.1484013,model1
I,I,True,1747423181.2950683,model1
I,I,True,1747423181.4534538,model1
I,I,True,1747423181.6038685,model1
I,I,True,1747423181.7525887,model1
I,I,True,1747423181.8970203,model1
I,I,True,1747423182.0419033,model1
I,I,True,1747423182.1925614,model1
I,I,True,1747423182.337014,model1
I,I,True,1747423182.4846518,model1
I,I,True,1747423182.6303525,model1
I,I,True,1747423182.7803836,model1
I,I,True,1747423182.9323359,model1
I,I,True,1747423183.0777135,model1
I,I,True,1747423183.2244773,model1
I,I,True,1747423183.3921208,model1
I,I,True,1747423183.5440536,model1
I,I,True,1747423183.688022,model1
I,I,True,1747423183.8335335,model1
I,I,True,1747423183.9808307,model1
I,I,True,1747423184.1314855,model1
I,I,True,1747423184.2748902,model1
J,M,False,1747423194.7431278,model2
J,A,False,1747423194.8885882,model1
J,M,False,1747423195.036721,model2
J,M,False,1747423195.183547,model2
J,M,False,1747423195.3315377,model2
J,M,False,1747423195.4780905,model2
J,M,False,1747423195.6239977,model2
J,J,True,1747423195.7776043,model1
J,J,True,1747423195.923629,model1
J,J,True,1747423196.068319,model1
J,J,True,1747423196.2218504,model1
J,J,True,1747423196.3693185,model1
J,J,True,1747423196.5155954,model1
J,J,True,1747423196.6631284,model1
J,J,True,1747423196.8073547,model1
J,J,True,1747423196.9502583,model1
J,J,True,1747423197.1162226,model1
J,J,True,1747423197.260451,model1
J,J,True,1747423197.4071734,model1
J,J,True,1747423197.557721,model1
J,J,True,1747423197.7079306,model1
J,J,True,1747423197.8573198,model1
J,J,True,1747423198.0121267,model1
J,J,True,1747423198.1597946,model1
J,J,True,1747423198.3065202,model1
J,J,True,1747423198.4593241,model1
J,J,True,1747423198.6093395,model1
J,J,True,1747423198.7726033,model1
J,J,True,1747423198.9249403,model1
J,J,True,1747423199.0692704,model1
J,J,True,1747423199.2173119,model1
J,J,True,1747423199.3644695,model1
J,J,True,1747423199.5137994,model1
J,J,True,1747423199.6603093,model1
J,J,True,1747423199.8041854,model1
J,J,True,1747423199.9587657,model1
J,J,True,1747423200.1116269,model1
J,J,True,1747423200.2616684,model1
J,J,True,1747423200.4240692,model1
J,J,True,1747423200.567766,model1
J,J,True,1747423200.7167559,model1
J,J,True,1747423200.862265,model1
J,J,True,1747423201.0045905,model1
J,J,True,1747423201.1482787,model1
J,J,True,1747423201.2946591,model1
J,J,True,1747423201.4370549,model1
J,J,True,1747423201.5861478,model1
J,J,True,1747423201.7433136,model1
J,J,True,1747423201.8998945,model1
J,J,True,1747423202.048577,model1
J,J,True,1747423202.200277,model1
J,J,True,1747423202.362376,model1
J,J,True,1747423202.5194468,model1
J,J,True,1747423202.6819043,model1
J,J,True,1747423202.8316984,model1
J,J,True,1747423202.9806693,model1
J,J,True,1747423203.130643,model1
J,J,True,1747423203.2748399,model1
J,J,True,1747423203.4207976,model1
J,J,True,1747423203.567484,model1
J,J,True,1747423203.7178478,model1
J,J,True,1747423203.862137,model1
J,J,True,1747423204.012473,model1
J,J,True,1747423204.1661005,model1
J,J,True,1747423204.3129077,model1
J,J,True,1747423204.4619055,model1
J,J,True,1747423204.6095836,model1
J,J,True,1747423204.7584171,model1
J,J,True,1747423204.9158547,model1
J,J,True,1747423205.0720103,model1
J,J,True,1747423205.2206373,model1
J,J,True,1747423205.366356,model1
J,J,True,1747423205.5128243,model1
J,J,True,1747423205.6567137,model1
J,J,True,1747423205.8021934,model1
J,J,True,1747423205.9501717,model1
J,J,True,1747423206.094493,model1
J,J,True,1747423206.2431903,model1
J,J,True,1747423206.3975518,model1
J,J,True,1747423206.5422802,model1
J,J,True,1747423206.6912868,model1
J,J,True,1747423206.837342,model1
J,J,True,1747423206.9853644,model1
J,J,True,1747423207.137339,model1
J,J,True,1747423207.313786,model1
J,J,True,1747423207.4713376,model1
K,J,False,1747423207.6367276,model1
K,B,False,1747423207.829629,model1
K,M,False,1747423218.092383,model2
K,M,False,1747423218.2645445,model2
K,M,False,1747423218.4104893,model2
K,M,False,1747423218.5657215,model2
K,M,False,1747423218.7085965,model2
K,M,False,1747423218.8490005,model2
K,M,False,1747423218.99491,model2
K,M,False,1747423219.1435153,model2
K,M,False,1747423219.289439,model2
K,M,False,1747423219.4291148,model2
K,M,False,1747423219.5731773,model2
K,M,False,1747423219.7449808,model2
K,M,False,1747423227.6614954,model2
K,K,True,1747423227.876221,model1
K,K,True,1747423228.0790975,model1
K,K,True,1747423228.3025606,model1
K,K,True,1747423228.5267556,model1
K,K,True,1747423228.7380054,model1
K,K,True,1747423228.8991563,model1
K,K,True,1747423229.0464926,model1
K,K,True,1747423229.1900861,model1
K,K,True,1747423229.3395202,model1
K,K,True,1747423229.4850128,model1
K,K,True,1747423229.6369138,model1
K,K,True,1747423229.7890375,model1
K,K,True,1747423229.9501288,model1
K,K,True,1747423230.0982037,model1
K,K,True,1747423230.2483542,model1
K,K,True,1747423230.3917289,model1
K,K,True,1747423230.5374224,model1
K,K,True,1747423230.6844819,model1
K,K,True,1747423230.831644,model1
K,K,True,1747423230.978528,model1
K,K,True,1747423231.1388485,model1
K,K,True,1747423231.2882106,model1
K,K,True,1747423231.4338055,model1
K,K,True,1747423231.578859,model1
K,K,True,1747423231.72501,model1
K,K,True,1747423231.871015,model1
K,K,True,1747423232.0191169,model1
K,K,True,1747423232.1826806,model1
K,K,True,1747423232.3366413,model1
K,K,True,1747423232.4889598,model1
K,K,True,1747423232.6429007,model1
K,K,True,1747423232.7860281,model1
K,K,True,1747423232.930593,model1
K,K,True,1747423233.0782628,model1
K,K,True,1747423233.2270057,model1
K,K,True,1747423233.3757694,model1
K,K,True,1747423233.5273607,model1
K,K,True,1747423233.6794667,model1
K,K,True,1747423233.8795686,model1
K,K,True,1747423234.0409317,model1
K,K,True,1747423234.1903627,model1
K,K,True,1747423234.3398156,model1
K,K,True,1747423234.4983053,model1
K,K,True,1747423234.647836,model1
K,K,True,1747423234.7939286,model1
K,K,True,1747423234.9401782,model1
K,K,True,1747423235.0830762,model1
K,K,True,1747423235.2305431,model1
K,K,True,1747423235.3760743,model1
K,K,True,1747423235.5258694,model1
K,K,True,1747423235.6735451,model1
K,K,True,1747423235.819711,model1
L,M,False,1747423246.4432497,model2
L,M,False,1747423246.5963166,model2
L,M,False,1747423246.8022554,model2
L,M,False,1747423247.0188744,model2
L,M,False,1747423247.2362278,model2
L,M,False,1747423247.4419928,model2
L,M,False,1747423247.6576908,model2
L,M,False,1747423247.8637142,model2
L,M,False,1747423248.045083,model2
L,M,False,1747423248.261379,model2
L,M,False,1747423248.4655514,model2
L,M,False,1747423248.669525,model2
L,M,False,1747423248.8722293,model2
L,M,False,1747423249.0715792,model2
L,M,False,1747423249.2745724,model2
L,M,False,1747423249.4788804,model2
L,L,True,1747423383.7465036,model1
L,L,True,1747423383.8950014,model1
L,L,True,1747423384.042545,model1
L,L,True,1747423384.188928,model1
L,L,True,1747423384.3324683,model1
L,L,True,1747423384.4759302,model1
L,L,True,1747423384.6203973,model1
L,L,True,1747423384.7805889,model1
L,L,True,1747423384.939675,model1
L,L,True,1747423385.08768,model1
L,L,True,1747423385.2387106,model1
L,L,True,1747423385.3885198,model1
L,L,True,1747423385.5339983,model1
L,L,True,1747423385.6796405,model1
L,L,True,1747423385.8253522,model1
L,L,True,1747423385.974186,model1
L,L,True,1747423386.120664,model1
L,L,True,1747423386.2699356,model1
L,L,True,1747423386.4120789,model1
L,L,True,1747423386.5571177,model1
L,L,True,1747423386.7035174,model1
L,L,True,1747423386.844283,model1
L,L,True,1747423386.9907012,model1
L,L,True,1747423387.1404474,model1
L,L,True,1747423387.2846801,model1
L,L,True,1747423387.4332619,model1
L,L,True,1747423387.592913,model1
L,L,True,1747423387.7373583,model1
L,L,True,1747423387.8783464,model1
L,L,True,1747423388.020646,model1
L,L,True,1747423388.1678991,model1
L,L,True,1747423388.3150284,model1
L,L,True,1747423388.4621565,model1
L,L,True,1747423388.608992,model1
L,L,True,1747423388.7563624,model1
L,L,True,1747423388.9082487,model1
L,L,True,1747423389.0547054,model1
L,L,True,1747423389.2005987,model1
L,L,True,1747423389.3479366,model1
L,L,True,1747423389.495074,model1
L,L,True,1747423389.6604388,model1
L,L,True,1747423389.8065922,model1
L,L,True,1747423389.959743,model1
L,L,True,1747423390.1135871,model1
L,L,True,1747423390.2620015,model1
L,L,True,1747423390.4036782,model1
L,L,True,1747423390.5501263,model1
L,L,True,1747423390.6941485,model1
L,L,True,1747423390.8388944,model1
L,L,True,1747423390.991688,model1
L,L,True,1747423391.1422398,model1
L,L,True,1747423391.288525,model1
L,L,True,1747423391.4332516,model1
L,L,True,1747423391.5821378,model1
L,L,True,1747423391.7284174,model1
L,L,True,1747423391.8729541,model1
L,L,True,1747423392.0478437,model1
L,L,True,1747423392.1981022,model1
L,L,True,1747423392.3406377,model1
L,L,True,1747423392.485341,model1
L,L,True,1747423392.63095,model1
L,L,True,1747423392.77551,model1
L,L,True,1747423392.9211812,model1
L,L,True,1747423393.0694458,model1
L,L,True,1747423393.2138126,model1
L,L,True,1747423393.3584025,model1
L,L,True,1747423393.5045629,model1
L,L,True,1747423393.6483345,model1
L,L,True,1747423393.7933793,model1
L,L,True,1747423393.9389765,model1
L,L,True,1747423394.0845997,model1
M,A,False,1747423401.0745218,model1
M,B,False,1747423401.5596457,model1
M,Y,False,1747423401.754207,model2
M,Y,False,1747423401.9494183,model2
M,Y,False,1747423402.094155,model2
M,A,False,1747423402.2834437,model1
M,M,True,1747423402.470324,model2
M,B,False,1747423402.6625566,model1
M,M,True,1747423421.799764,model2
M,M,True,1747423421.94268,model2
M,M,True,1747423422.1385918,model2
M,M,True,1747423422.283766,model2
